;D37 4H vs 1H;;;D37 6H vs 1H;;;D37 8H vs 1H;;;D37 16H vs 1H;;;D37 24H vs 1H;;;W37 4H vs 1H;;;W37 6H vs 1H;;;W37 8H vs 1H;;;W37 16H vs 1H;;;W37 24H vs 1H;
Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj;Gene;log2(FC);P-adj
DRO_0437;0.469873735;0.000405249;DRO_0437;1.545874014;3.35E-36;DRO_0437;1.928064845;2.80E-46;DRO_0437;4.102934263;1.89E-100;DRO_0437;0.526073277;0.000930096;DRO_0437;0.73160993;8.49E-08;DRO_0437;0.913240315;3.50E-06;DRO_0437;1.32822189;1.02E-25;DRO_0437;1.200794737;4.19E-18;DRO_0437;-0.658214184;0.000101562
DRO_0438;-0.497395041;0.000829277;DRO_0438;-0.529709787;1.70E-06;DRO_0438;-0.040820113;0.788053019;DRO_0438;2.990267021;4.10E-72;DRO_0438;0.35922171;0.007030514;DRO_0438;-0.711879465;1.09E-11;DRO_0438;-0.810349418;1.23E-06;DRO_0438;-0.544102376;9.61E-06;DRO_0438;-0.333349398;0.006582241;DRO_0438;-0.252954007;0.009207462
DRO_0439;-0.267328107;0.057152292;DRO_0439;-0.784610692;1.98E-08;DRO_0439;-0.654151346;9.54E-05;DRO_0439;1.990143659;9.35E-49;DRO_0439;0.734705289;2.00E-09;DRO_0439;-0.580939676;2.19E-05;DRO_0439;-0.822928259;3.69E-05;DRO_0439;-1.032886934;3.66E-16;DRO_0439;-0.545664591;2.96E-05;DRO_0439;0.12136855;0.311757419
DRO_0440;0.171837428;0.178178063;DRO_0440;-0.248857302;0.048685125;DRO_0440;-0.37128591;0.00703682;DRO_0440;0.231461874;0.167614136;DRO_0440;0.287612358;0.026778072;DRO_0440;0.08488658;0.540248939;DRO_0440;-0.108447033;0.543398311;DRO_0440;0.071576929;0.537065903;DRO_0440;0.067117055;0.607907355;DRO_0440;0.020936167;0.856216871
DRO_0441;-0.086745537;0.52473189;DRO_0441;0.03664893;0.747885392;DRO_0441;-0.061848233;0.628880814;DRO_0441;0.053004429;0.767342627;DRO_0441;-0.20595276;0.095929426;DRO_0441;-0.063634707;0.674787944;DRO_0441;0.157797909;0.326220103;DRO_0441;0.582072787;4.48E-07;DRO_0441;0.707012164;1.12E-08;DRO_0441;0.049725898;0.702174262
DRO_0442;-0.47964444;0.000197749;DRO_0442;-1.261161118;1.57E-28;DRO_0442;-1.791377183;3.23E-44;DRO_0442;-2.558671019;2.26E-59;DRO_0442;-1.293424522;2.57E-22;DRO_0442;0.215780074;0.062631195;DRO_0442;-0.43581367;0.005671759;DRO_0442;-1.147419727;2.31E-23;DRO_0442;-0.886738976;4.05E-13;DRO_0442;-0.699402062;2.28E-12
DRO_0443;-0.592267493;3.31E-05;DRO_0443;-1.540296908;4.21E-22;DRO_0443;-2.185891674;4.73E-26;DRO_0443;-1.743222434;7.78E-16;DRO_0443;-0.8488256;1.96E-09;DRO_0443;-0.164701836;0.347817112;DRO_0443;-0.95885658;2.98E-06;DRO_0443;-1.118479985;7.34E-09;DRO_0443;-0.688158472;5.74E-05;DRO_0443;-0.14986953;0.377591481
DRO_0444;0.264023667;0.018427633;DRO_0444;0.585393691;9.44E-08;DRO_0444;0.430766913;0.001523133;DRO_0444;0.66451663;0.007825905;DRO_0444;-1.117379355;2.03E-23;DRO_0444;0.884500921;4.22E-08;DRO_0444;0.779233629;0.001147386;DRO_0444;1.071893561;1.76E-12;DRO_0444;0.380753516;0.009844949;DRO_0444;-0.399452988;0.008059528
DRO_0445;-0.014172129;0.928575949;DRO_0445;0.498152368;1.11E-05;DRO_0445;0.37341673;0.003434273;DRO_0445;-0.276387715;0.217067699;DRO_0445;-1.15204589;4.31E-14;DRO_0445;0.363218906;0.023712492;DRO_0445;0.637006628;0.000488679;DRO_0445;1.169024775;1.64E-16;DRO_0445;0.429187236;0.003711185;DRO_0445;-0.480481529;0.003880782
DRO_0446;-0.407658273;0.056566664;DRO_0446;-0.014435861;0.950960104;DRO_0446;0.112014538;0.637851431;DRO_0446;1.204784493;3.37E-07;DRO_0446;0.609651937;0.000485698;DRO_0446;-0.814856845;0.001404146;DRO_0446;-0.515313955;0.082776788;DRO_0446;0.202850936;0.416196589;DRO_0446;1.017678125;3.81E-07;DRO_0446;0.054223097;0.84328184
DRO_0447;-0.04686433;0.84903139;DRO_0447;-0.541213319;0.021804691;DRO_0447;-0.148848821;0.607980844;DRO_0447;1.140700824;7.01E-05;DRO_0447;1.473210799;2.90E-17;DRO_0447;-0.326334842;0.162257591;DRO_0447;-0.144001348;0.600500853;DRO_0447;0.149874262;0.472431278;DRO_0447;1.469900541;2.72E-16;DRO_0447;1.994690122;9.44E-35
DRO_0448;-0.16035387;0.265077909;DRO_0448;0.152655278;0.214839434;DRO_0448;-0.426098025;0.004259926;DRO_0448;-0.683039984;0.000372228;DRO_0448;-0.205226457;0.145013069;DRO_0448;-0.246464285;0.043170894;DRO_0448;0.026200489;0.883904236;DRO_0448;0.020397577;0.882452792;DRO_0448;-0.127101836;0.377025647;DRO_0448;-0.147835024;0.228931535
DRO_0449;-0.267396953;0.015174481;DRO_0449;-0.4693649;8.51E-07;DRO_0449;-0.569988382;5.54E-06;DRO_0449;-0.912847553;7.84E-10;DRO_0449;-0.839013065;9.40E-14;DRO_0449;0.009528516;0.942961692;DRO_0449;-0.301239549;0.022179738;DRO_0449;-0.026908911;0.825185011;DRO_0449;-0.60174053;1.14E-06;DRO_0449;-0.732119455;2.53E-12
DRO_0450;0.234535651;0.050184575;DRO_0450;0.489345282;1.09E-05;DRO_0450;0.544402718;7.92E-06;DRO_0450;0.110889701;0.48221755;DRO_0450;-0.30545237;0.0118982;DRO_0450;0.483867364;1.46E-05;DRO_0450;0.731104971;5.94E-07;DRO_0450;0.890006387;1.12E-17;DRO_0450;-0.1579538;0.205854135;DRO_0450;-0.542144957;1.54E-06
DRO_0451;0.091054051;0.519818967;DRO_0451;0.281098796;0.013560932;DRO_0451;-0.043994134;0.785150479;DRO_0451;-0.577025217;0.000172725;DRO_0451;-0.720055042;1.39E-09;DRO_0451;0.455179262;1.30E-05;DRO_0451;0.196174863;0.234507088;DRO_0451;0.274126613;0.015517663;DRO_0451;-0.626128372;1.33E-06;DRO_0451;-1.182532038;6.37E-33
DRO_0452;-0.090205582;0.496635423;DRO_0452;-0.02905054;0.828309639;DRO_0452;-0.236431425;0.101838912;DRO_0452;-1.673733591;5.45E-25;DRO_0452;-0.8652259;4.03E-14;DRO_0452;-0.021005649;0.880848529;DRO_0452;0.009071979;0.956401538;DRO_0452;0.253647436;0.018216554;DRO_0452;-1.09452611;3.70E-19;DRO_0452;-1.336884208;1.93E-33
DRO_0453;0.018247566;0.930144795;DRO_0453;0.058578537;0.767321812;DRO_0453;0.368744933;0.047218004;DRO_0453;-0.325648971;0.15534437;DRO_0453;-0.323797366;0.048829539;DRO_0453;0.355732258;0.052704054;DRO_0453;0.26032054;0.285740943;DRO_0453;0.242582026;0.13629709;DRO_0453;-0.333053942;0.053055582;DRO_0453;-0.140966023;0.413823416
DRO_0454;-0.682320047;9.39E-07;DRO_0454;-0.795104431;3.61E-07;DRO_0454;-0.590207352;3.22E-05;DRO_0454;-0.319927888;0.106893938;DRO_0454;-0.400729755;0.037867791;DRO_0454;0.40996273;0.024713789;DRO_0454;0.115591506;0.594759959;DRO_0454;0.158726609;0.325043783;DRO_0454;-1.083206818;3.37E-13;DRO_0454;-0.794983658;1.24E-06
DRO_0455;-0.072514035;0.71018727;DRO_0455;0.011021679;0.94505915;DRO_0455;0.437311434;0.004099164;DRO_0455;1.151711436;6.28E-09;DRO_0455;0.444302708;0.001780874;DRO_0455;0.215923703;0.067617337;DRO_0455;0.073547839;0.771941951;DRO_0455;0.271972491;0.028344717;DRO_0455;-0.752039437;1.90E-09;DRO_0455;-0.813548687;2.63E-13
DRO_0456;0.829024879;0.00055335;DRO_0456;1.252007605;6.08E-16;DRO_0456;1.531546942;4.21E-13;DRO_0456;1.230614329;1.21E-06;DRO_0456;2.051338803;9.30E-25;DRO_0456;0.407587217;0.034116987;DRO_0456;0.857495311;0.004731311;DRO_0456;1.016128803;3.96E-10;DRO_0456;-0.653194061;0.001105929;DRO_0456;0.596622049;0.000483952
DRO_0457;0.907638452;4.49E-16;DRO_0457;1.3777344;1.52E-39;DRO_0457;1.254212002;3.11E-21;DRO_0457;-0.068875976;0.747017822;DRO_0457;-0.0188956;0.882558875;DRO_0457;0.859123435;9.81E-16;DRO_0457;1.284604585;2.78E-27;DRO_0457;1.590659222;2.62E-56;DRO_0457;-1.922749564;4.72E-40;DRO_0457;-0.401940492;5.89E-05
DRO_0458;0.487788735;4.58E-05;DRO_0458;0.911079913;2.62E-22;DRO_0458;0.847120728;1.76E-08;DRO_0458;-0.325752865;0.227153778;DRO_0458;-1.12453577;6.00E-25;DRO_0458;0.975558426;1.18E-26;DRO_0458;1.190692872;9.11E-24;DRO_0458;1.531371949;8.11E-45;DRO_0458;-1.960515765;6.62E-63;DRO_0458;-1.228530366;1.56E-34
DRO_0459;0.885076932;6.22E-10;DRO_0459;1.662855044;6.01E-35;DRO_0459;2.474871029;1.18E-53;DRO_0459;1.356538174;1.01E-10;DRO_0459;2.872416005;3.91E-112;DRO_0459;0.929453999;7.00E-09;DRO_0459;0.687369637;0.000889228;DRO_0459;0.840940252;2.36E-07;DRO_0459;2.626121816;2.97E-62;DRO_0459;4.070228177;1.27E-203
DRO_0460;-0.713479195;3.41E-07;DRO_0460;-1.949003013;8.16E-33;DRO_0460;-2.12583849;4.37E-31;DRO_0460;-1.733985628;7.14E-19;DRO_0460;-2.409547344;7.21E-51;DRO_0460;-0.51129321;0.001036818;DRO_0460;-1.012699547;9.12E-09;DRO_0460;-1.653230361;2.61E-22;DRO_0460;-2.029479675;1.35E-29;DRO_0460;-1.603414451;2.49E-29
DRO_0461;-0.568698755;0.000233388;DRO_0461;-1.980305573;6.74E-39;DRO_0461;-2.378738362;7.91E-37;DRO_0461;-1.922250911;3.86E-23;DRO_0461;-3.050112989;8.32E-66;DRO_0461;-0.609536617;2.07E-05;DRO_0461;-1.041165814;2.21E-08;DRO_0461;-2.349745994;1.24E-46;DRO_0461;-3.152516352;4.28E-83;DRO_0461;-1.78991133;9.61E-48
DRO_0462;-0.405739562;0.001486828;DRO_0462;-1.606129281;3.42E-64;DRO_0462;-1.68960167;9.13E-42;DRO_0462;-1.938735959;1.34E-40;DRO_0462;-1.96460061;2.48E-85;DRO_0462;-0.600510706;1.32E-08;DRO_0462;-1.142148576;2.84E-17;DRO_0462;-1.1130908;7.06E-32;DRO_0462;-1.39799145;6.73E-34;DRO_0462;-1.155225869;4.99E-39
DRO_0463;-0.734993471;4.64E-11;DRO_0463;-0.783073047;4.71E-13;DRO_0463;-0.695379979;5.01E-08;DRO_0463;-0.405496623;0.008019025;DRO_0463;-0.571191167;4.35E-06;DRO_0463;-0.625867766;6.52E-10;DRO_0463;-0.714139693;6.42E-08;DRO_0463;-0.367443595;0.000848795;DRO_0463;-0.001739145;0.991093872;DRO_0463;-0.226567143;0.018318917
DRO_0464;-0.233338138;0.290076084;DRO_0464;-0.993271972;7.55E-06;DRO_0464;-0.201014657;0.381879959;DRO_0464;1.763038521;3.99E-09;DRO_0464;2.90875761;5.80E-73;DRO_0464;-0.098110223;0.623000666;DRO_0464;-0.077496458;0.732004684;DRO_0464;0.683368337;9.37E-06;DRO_0464;2.998925502;1.20E-66;DRO_0464;4.071615633;8.67E-167
DRO_0465;-0.195030203;0.078912403;DRO_0465;-0.753411;8.02E-13;DRO_0465;-1.005138674;5.32E-15;DRO_0465;-0.639957932;6.48E-07;DRO_0465;0.131530847;0.236038341;DRO_0465;0.31691064;0.004003637;DRO_0465;0.302954171;0.035316029;DRO_0465;0.298533459;0.007009906;DRO_0465;1.328081852;3.93E-29;DRO_0465;1.781611539;7.65E-73
DRO_0466;-0.238514376;0.083823177;DRO_0466;-0.187272812;0.161788362;DRO_0466;-1.0692373;1.19E-12;DRO_0466;-0.959765323;1.24E-08;DRO_0466;-0.956265192;5.21E-12;DRO_0466;-0.120540788;0.394293997;DRO_0466;-0.043227246;0.822307378;DRO_0466;-0.331928455;0.009931738;DRO_0466;-0.012408086;0.938142292;DRO_0466;-0.513246523;5.96E-05
DRO_0467;-0.148932847;0.50059558;DRO_0467;-0.615287532;0.002411695;DRO_0467;-1.183156469;1.66E-06;DRO_0467;-0.820295853;0.001458281;DRO_0467;-0.101257156;0.574074524;DRO_0467;-0.407204604;0.046501323;DRO_0467;-0.806000654;0.000416993;DRO_0467;-1.060277428;1.43E-07;DRO_0467;-0.107735098;0.615048458;DRO_0467;-0.088947666;0.644130938
DRO_0468;0.836051314;1.26E-10;DRO_0468;1.243989595;2.29E-21;DRO_0468;0.944042971;2.76E-07;DRO_0468;0.709396238;0.00100929;DRO_0468;0.253703351;0.071310617;DRO_0468;0.767898228;1.45E-09;DRO_0468;1.261624223;2.41E-19;DRO_0468;1.197933558;6.02E-19;DRO_0468;1.096499831;4.88E-14;DRO_0468;0.26812819;0.016450691
DRO_0469;0.720957374;4.87E-06;DRO_0469;1.136480249;1.20E-13;DRO_0469;0.309366776;0.095578106;DRO_0469;0.244851824;0.35392701;DRO_0469;0.261747285;0.113368828;DRO_0469;1.162099718;8.23E-14;DRO_0469;1.524544875;2.50E-17;DRO_0469;1.152419622;1.21E-14;DRO_0469;1.148528019;1.88E-13;DRO_0469;0.85719545;5.34E-10
DRO_0470;0.424558339;0.010012568;DRO_0470;0.741143888;1.40E-06;DRO_0470;0.63380285;0.000277177;DRO_0470;0.560447612;0.003902428;DRO_0470;0.885706686;3.96E-09;DRO_0470;0.632979265;0.000316018;DRO_0470;1.33849291;3.68E-12;DRO_0470;1.623570741;6.91E-26;DRO_0470;1.300098356;4.17E-15;DRO_0470;1.113331434;2.94E-13
DRO_0471;-1.045625686;6.04E-12;DRO_0471;-1.5763878;1.13E-24;DRO_0471;-1.457285074;1.20E-18;DRO_0471;0.466000016;0.028345282;DRO_0471;0.493790804;0.000228371;DRO_0471;-0.585230634;1.93E-05;DRO_0471;-0.498955464;0.003932099;DRO_0471;-0.360138868;0.010693848;DRO_0471;-0.128412632;0.341658698;DRO_0471;0.400951616;0.000284381
DRO_0472;-0.311278585;0.134682152;DRO_0472;-0.397399755;0.047265495;DRO_0472;0.308493525;0.123100922;DRO_0472;2.267052524;2.58E-40;DRO_0472;1.040703928;7.95E-11;DRO_0472;-0.193126618;0.339860639;DRO_0472;-0.141626953;0.65341213;DRO_0472;-0.077534193;0.703282686;DRO_0472;0.480367479;0.009717273;DRO_0472;0.587636849;0.000552692
DRO_0473;-0.013391048;0.934327089;DRO_0473;0.037057155;0.811913965;DRO_0473;0.678049343;1.37E-05;DRO_0473;2.636015838;1.16E-65;DRO_0473;1.732014616;1.07E-44;DRO_0473;0.213701182;0.182512646;DRO_0473;0.104848064;0.605996872;DRO_0473;0.2715479;0.073908775;DRO_0473;1.090093494;3.20E-14;DRO_0473;1.423603458;1.48E-28
DRO_0474;0.109876943;0.581009683;DRO_0474;-0.684319319;4.15E-06;DRO_0474;-1.113187952;4.05E-13;DRO_0474;0.583722952;0.00106183;DRO_0474;1.346008363;1.63E-26;DRO_0474;0.543569613;9.72E-05;DRO_0474;-0.224559407;0.180568891;DRO_0474;-0.407869393;0.003711697;DRO_0474;0.397688439;0.017536086;DRO_0474;0.247466466;0.073922409
DRO_0475;-0.260048853;0.501411432;DRO_0475;-0.70087995;0.087685127;DRO_0475;-0.940021711;0.052010509;DRO_0475;0.447286865;0.295631511;DRO_0475;0.816521945;0.006812737;DRO_0475;-0.500343519;0.262380834;DRO_0475;-0.876573981;0.140100883;DRO_0475;-0.786367719;0.122803804;DRO_0475;0.306981904;0.449504489;DRO_0475;0.869093595;0.015084212
DRO_0476;-0.337545532;0.010890648;DRO_0476;-0.607990841;2.56E-06;DRO_0476;-0.85016806;3.45E-08;DRO_0476;-0.236880374;0.259719468;DRO_0476;-0.020538048;0.876716973;DRO_0476;-0.493052987;0.000118525;DRO_0476;-0.494491551;0.001679198;DRO_0476;-0.322982503;0.010982173;DRO_0476;-0.288451466;0.027168627;DRO_0476;0.309979681;0.004863659
DRO_0477;0.395583676;0.003595434;DRO_0477;0.120709598;0.222168122;DRO_0477;0.287049237;0.105896778;DRO_0477;-0.298861002;0.148985553;DRO_0477;-0.520739534;1.68E-06;DRO_0477;0.327786662;0.022386632;DRO_0477;0.670175835;4.59E-05;DRO_0477;0.890103692;6.98E-11;DRO_0477;-0.124658558;0.418131604;DRO_0477;0.001637455;0.992153392
DRO_0478;0.225447527;0.084379569;DRO_0478;0.591071481;3.88E-09;DRO_0478;0.568934652;5.49E-07;DRO_0478;0.409273234;0.005325153;DRO_0478;0.639631673;1.92E-09;DRO_0478;0.259704464;0.006246441;DRO_0478;0.448823252;0.000987603;DRO_0478;0.636131241;3.72E-12;DRO_0478;0.347361999;0.001317212;DRO_0478;0.292265929;0.00058178
DRO_0479;-0.243730292;0.034707228;DRO_0479;-0.56444593;5.72E-07;DRO_0479;-0.656183988;2.56E-07;DRO_0479;0.902536912;1.49E-11;DRO_0479;0.494126625;4.32E-06;DRO_0479;-0.129130771;0.225307367;DRO_0479;-0.281731556;0.063166105;DRO_0479;-0.307147377;0.002999154;DRO_0479;-0.066436773;0.584918438;DRO_0479;-0.109262078;0.303229504
DRO_0480;1.44290148;3.23E-44;DRO_0480;2.070200705;2.45E-109;DRO_0480;1.852014867;2.26E-45;DRO_0480;3.702829564;2.18E-190;DRO_0480;2.250074233;1.58E-93;DRO_0480;0.669098234;2.74E-09;DRO_0480;0.613805878;3.28E-06;DRO_0480;0.597430944;1.20E-09;DRO_0480;1.685915464;5.98E-49;DRO_0480;0.414142614;0.000182997
DRO_0481;2.231650085;2.72E-80;DRO_0481;2.396232062;3.29E-113;DRO_0481;2.028611437;7.18E-59;DRO_0481;2.188843505;7.56E-55;DRO_0481;-0.143786683;0.246762824;DRO_0481;-0.126917442;0.298257556;DRO_0481;-0.389258546;0.021759982;DRO_0481;-1.199452791;2.28E-34;DRO_0481;-0.70065313;3.10E-10;DRO_0481;-1.839689257;9.69E-78
DRO_0482;-0.058649801;0.83254751;DRO_0482;0.041103316;0.876916957;DRO_0482;-0.592154243;0.060855253;DRO_0482;-0.515260123;0.106366811;DRO_0482;-0.030742757;0.893974823;DRO_0482;0.260819645;0.244074596;DRO_0482;0.293083837;0.251517035;DRO_0482;0.426808983;0.044768412;DRO_0482;0.74694381;5.32E-05;DRO_0482;-0.089786067;0.686188493
DRO_0483;0.302770709;0.010555621;DRO_0483;0.336384978;0.00307847;DRO_0483;0.02977424;0.852323409;DRO_0483;-0.453156342;0.011772232;DRO_0483;0.70259862;1.88E-10;DRO_0483;0.2098337;0.060416722;DRO_0483;0.52548262;4.05E-05;DRO_0483;0.902882977;5.85E-21;DRO_0483;1.000980944;1.12E-17;DRO_0483;0.363119718;9.07E-05
DRO_0484;-0.173107882;0.234924288;DRO_0484;-0.158785041;0.140512605;DRO_0484;-0.314311767;0.021959188;DRO_0484;-0.783707489;1.56E-07;DRO_0484;-0.012771074;0.930492392;DRO_0484;-0.008960827;0.944235683;DRO_0484;-0.041638063;0.795700368;DRO_0484;-0.118354446;0.309740953;DRO_0484;-0.03287015;0.795636235;DRO_0484;-0.103761924;0.440180325
DRO_0485;-0.353782246;0.01269233;DRO_0485;0.022043032;0.860665216;DRO_0485;0.192535999;0.230889621;DRO_0485;0.008951205;0.960467677;DRO_0485;0.440041725;0.000153112;DRO_0485;0.055917995;0.661020389;DRO_0485;0.270434824;0.05742966;DRO_0485;0.44276976;2.55E-05;DRO_0485;0.762678538;4.66E-10;DRO_0485;0.82512754;5.18E-14
DRO_0486;0.087903984;0.573207993;DRO_0486;-0.447410615;0.000670426;DRO_0486;-0.742256311;1.80E-05;DRO_0486;-0.903139862;8.39E-07;DRO_0486;0.304298447;0.02067085;DRO_0486;0.064676534;0.702448375;DRO_0486;0.022419726;0.925475752;DRO_0486;-0.05067313;0.741366771;DRO_0486;-0.071599794;0.670384319;DRO_0486;1.08139433;5.06E-15
DRO_0487;-0.882705795;3.07E-10;DRO_0487;-1.172947662;9.68E-25;DRO_0487;-0.57508604;3.30E-05;DRO_0487;-0.405229151;0.016534784;DRO_0487;0.34672688;0.009161777;DRO_0487;-1.468168689;8.18E-26;DRO_0487;-1.875950486;7.32E-31;DRO_0487;-1.23323617;1.36E-21;DRO_0487;-0.003769668;0.985404526;DRO_0487;0.060114231;0.664780334
DRO_0488;0.252307695;0.103259238;DRO_0488;-0.108958016;0.57950708;DRO_0488;-0.283030124;0.119619651;DRO_0488;0.195273641;0.347158528;DRO_0488;0.936039735;5.88E-12;DRO_0488;0.190951303;0.227985307;DRO_0488;0.059210167;0.808335372;DRO_0488;0.442075178;0.002173966;DRO_0488;0.72869389;1.15E-06;DRO_0488;0.537753569;9.54E-05
DRO_0489;0.36090434;0.036999851;DRO_0489;1.643086361;4.06E-20;DRO_0489;1.672921995;6.50E-16;DRO_0489;5.090527356;4.44E-134;DRO_0489;2.678422301;8.07E-63;DRO_0489;0.655621671;4.41E-07;DRO_0489;1.024573344;3.55E-08;DRO_0489;1.266439527;4.17E-29;DRO_0489;2.481075504;2.22E-94;DRO_0489;1.788530137;9.66E-65
DRO_0490;0.441693457;0.036774327;DRO_0490;1.911912176;5.04E-22;DRO_0490;1.888476105;2.03E-15;DRO_0490;5.294350532;1.26E-123;DRO_0490;3.817156774;9.89E-105;DRO_0490;0.798522614;0.00012396;DRO_0490;0.998099619;3.60E-06;DRO_0490;1.398400666;4.18E-14;DRO_0490;2.966753806;7.85E-73;DRO_0490;3.501164381;4.46E-124
DRO_0491;0.435274805;0.000685877;DRO_0491;0.710537533;2.93E-09;DRO_0491;0.866517188;7.53E-11;DRO_0491;3.344201271;1.20E-151;DRO_0491;2.225242425;2.85E-78;DRO_0491;0.203264462;0.112237849;DRO_0491;0.461724521;0.00121957;DRO_0491;0.725259007;3.16E-10;DRO_0491;1.910883745;2.30E-55;DRO_0491;1.493631677;2.53E-48
DRO_0492;0.407299755;0.084893994;DRO_0492;0.06059322;0.827940548;DRO_0492;0.355295596;0.170680852;DRO_0492;3.180482761;2.89E-44;DRO_0492;2.712449748;8.54E-51;DRO_0492;-0.035492769;0.901911743;DRO_0492;0.094174134;0.745310945;DRO_0492;0.140007498;0.550729166;DRO_0492;1.762280682;4.51E-22;DRO_0492;1.588433261;2.08E-19
DRO_0493;-0.015771154;0.926274221;DRO_0493;-0.032971144;0.837943771;DRO_0493;-0.07765401;0.63743057;DRO_0493;1.720691349;1.04E-13;DRO_0493;1.589957911;3.63E-31;DRO_0493;0.12446508;0.401166213;DRO_0493;0.414673105;0.007251561;DRO_0493;0.691891995;8.69E-09;DRO_0493;0.814208419;3.37E-10;DRO_0493;0.134281845;0.294194956
DRO_0494;-0.291681432;0.004219783;DRO_0494;-0.034906676;0.729009837;DRO_0494;0.134975503;0.228359889;DRO_0494;-0.278308562;0.029018561;DRO_0494;-0.097765481;0.41342815;DRO_0494;0.175691271;0.110729813;DRO_0494;0.487687486;6.46E-05;DRO_0494;0.702268504;1.37E-13;DRO_0494;-0.118122032;0.365129678;DRO_0494;-0.550361388;1.55E-06
DRO_0495;-0.76975849;5.75E-11;DRO_0495;-0.965202295;2.39E-19;DRO_0495;-0.911936863;5.11E-13;DRO_0495;-1.201403677;6.33E-12;DRO_0495;-1.89780919;7.49E-49;DRO_0495;-0.726908237;1.42E-11;DRO_0495;-0.739155869;5.27E-08;DRO_0495;-0.811407846;1.01E-13;DRO_0495;-1.370555487;5.17E-31;DRO_0495;-1.799499918;1.28E-67
DRO_0496;-0.114536586;0.450630291;DRO_0496;-0.632513997;1.19E-06;DRO_0496;-1.068549094;1.94E-10;DRO_0496;-1.345430563;4.56E-12;DRO_0496;-1.816781643;8.56E-37;DRO_0496;-0.013966312;0.935606789;DRO_0496;-0.100198498;0.550188498;DRO_0496;-0.345671945;0.004536093;DRO_0496;-1.35887499;1.35E-18;DRO_0496;-1.631465816;5.45E-40
DRO_0497;-1.183464125;8.44E-27;DRO_0497;-1.019266879;1.59E-28;DRO_0497;-0.298836319;0.029356016;DRO_0497;0.796948475;5.27E-07;DRO_0497;-1.138327674;2.77E-19;DRO_0497;0.391004647;0.000136917;DRO_0497;-0.034378743;0.822307378;DRO_0497;0.094001575;0.345023171;DRO_0497;-0.273714404;0.019066932;DRO_0497;-1.554051071;1.27E-64
DRO_0498;-1.160847597;1.00E-26;DRO_0498;-1.089296003;1.18E-26;DRO_0498;-0.291070812;0.076155202;DRO_0498;0.769283569;2.60E-06;DRO_0498;-0.75919196;2.78E-07;DRO_0498;0.384297642;0.001005551;DRO_0498;-0.208955632;0.139321106;DRO_0498;0.157666131;0.163031654;DRO_0498;-0.042413735;0.767840476;DRO_0498;-1.024819577;1.49E-16
DRO_0499;-1.524862814;3.16E-66;DRO_0499;-1.789747257;2.31E-78;DRO_0499;-0.981149286;1.59E-08;DRO_0499;0.313526732;0.008517846;DRO_0499;-0.756799779;3.10E-10;DRO_0499;0.010687527;0.935606789;DRO_0499;-0.812756065;2.99E-09;DRO_0499;-0.825899448;6.42E-14;DRO_0499;-1.307828545;6.94E-34;DRO_0499;-1.521019933;9.58E-62
DRO_0500;-0.837135368;2.29E-09;DRO_0500;-1.236058559;2.61E-25;DRO_0500;-0.816291323;6.83E-10;DRO_0500;0.165703707;0.351589673;DRO_0500;0.500049343;0.000215146;DRO_0500;-0.207242242;0.089509109;DRO_0500;-0.422573881;0.004153746;DRO_0500;0.04964796;0.670827542;DRO_0500;0.115136438;0.368394831;DRO_0500;0.209302022;0.050039488
DRO_0501;-0.302588414;0.02273007;DRO_0501;-0.654591282;5.54E-08;DRO_0501;-0.306483193;0.026483054;DRO_0501;-0.024993315;0.885829843;DRO_0501;0.321754074;0.019832008;DRO_0501;-0.531396643;2.32E-06;DRO_0501;-0.846281181;3.40E-08;DRO_0501;-0.939868311;1.02E-17;DRO_0501;-0.835951086;3.75E-12;DRO_0501;-0.182629552;0.127901426
DRO_0502;-0.285019569;0.116269847;DRO_0502;-1.134720805;1.88E-09;DRO_0502;-0.927663108;3.57E-06;DRO_0502;-0.136357372;0.624140652;DRO_0502;0.614637297;3.21E-05;DRO_0502;-0.422655122;0.0146133;DRO_0502;-0.8381684;0.002141533;DRO_0502;-1.04261659;2.07E-08;DRO_0502;-0.58408141;0.000466166;DRO_0502;0.667586079;3.51E-07
DRO_0503;-0.342796758;0.050046609;DRO_0503;0.517371895;0.001139357;DRO_0503;1.003987417;1.06E-09;DRO_0503;-1.277784619;3.80E-06;DRO_0503;-2.490885182;7.80E-65;DRO_0503;-0.784730889;5.42E-11;DRO_0503;-0.536072773;0.000815562;DRO_0503;-0.667300176;1.43E-08;DRO_0503;-3.372366384;1.03E-140;DRO_0503;-3.17416901;6.06E-141
DRO_0504;0.252209644;0.035428989;DRO_0504;1.353003092;3.27E-38;DRO_0504;1.592105271;8.16E-37;DRO_0504;1.68919065;3.00E-20;DRO_0504;-1.000892534;2.23E-10;DRO_0504;-0.071950067;0.640506049;DRO_0504;0.12943892;0.474520518;DRO_0504;-0.327559269;0.009440201;DRO_0504;-0.457356802;0.000639256;DRO_0504;-1.830384298;3.05E-43
